freq,length,eda
10000000.0,29.9792458,0.0008506812147360432
15959595.95959596,18.78446414050633,0.005501580496554367
21919191.91919192,13.677167438709677,0.019483861527706564
27878787.87878788,10.753425123913043,0.05066406944688938
33838383.83838384,8.859538311044776,0.10901883578102782
39797979.7979798,7.5328561781725885,0.20614437419332213
45757575.75757576,6.551755704635761,0.3542628354526417
51717171.71717171,5.796768230859375,0.5643172074566634
57676767.67676768,5.197802686865149,0.8427170828052628
63636363.63636364,4.71102434,1.1866748445220718
69595959.5959596,4.307612966908563,1.5791953231445113
75555555.55555555,3.9678413558823533,1.986501884123203
81515151.51515152,3.677751343494424,2.3615379768500744
87474747.47474748,3.4271886076212468,2.6548622526520798
93434343.43434343,3.2085895504864865,2.8288493213267576
99393939.39393939,3.0162046079268294,2.867500559003611
105353535.35353535,2.8455851718120804,2.7770363143013492
111313131.31313132,2.693235330490018,2.5791059903481175
117272727.27272728,2.5563697968992245,2.302152311540654
123232323.23232323,2.4327420772131148,1.9751457728817297
129191919.1919192,2.3205201987490227,1.6247462971758433
135151515.15151516,2.2181953170403585,1.2749124882755731
141111111.1111111,2.124513481889764,0.9475012291106695
147070707.07070708,2.0384239932692307,0.6627095172680176
153030303.03030303,1.9590398245544554,0.4386923066891594
158989898.98989898,1.8856069467598477,0.29016382786539924
164949494.94949496,1.8174803026331903,0.22626748175037512
170909090.9090909,1.7541048074468086,0.24843729205587997
176868686.86868685,1.6950001908623644,0.3491881324452462
182828282.82828283,1.6397488034254144,0.5125598306807455
188787878.78787878,1.5879857325842697,0.7163153951038815
194747474.74747476,1.539390733506224,0.9352820906025237
200707070.7070707,1.4936815974836437,1.1448490035881276
206666666.66666666,1.4506086677419356,1.3237719147877924
212626262.62626263,1.409950277529691,1.4559038335119205
218585858.58585858,1.3715089344731979,1.5309346763446763
224545454.54545456,1.3351081125506072,1.5444662482725562
230505050.5050505,1.3005895417177913,1.4977471261276458
236464646.46464646,1.2678109073900043,1.3972455336305332
242424242.42424244,1.23664388925,1.2540642404581004
248383838.3838384,1.206972482391216,1.083084895402524
254343434.34343433,1.1786915544876886,0.9017152191185549
260303030.3030303,1.1517056011641442,0.7282074356698404
266262626.26262626,1.1259276685128983,0.5796832574465923
272222222.2222222,1.1012784171428571,0.4701633464011192
278181818.1818182,1.0776853065359477,0.4089714982004632
284141414.14141417,1.055081882047636,0.39981915030666
290101010.1010101,1.0334071497910864,0.44069993079494557
296060606.06060606,1.0126050270214944,0.5245206779372305
302020202.02020204,0.9926238575919731,0.6402527689065317
307979797.97979796,0.9734159836667761,0.7743474649075008
313939393.93939394,0.9549373662162163,0.9122047121669884
319898989.8989899,0.9371472479317966,1.0395662762826106
325858585.85858583,0.9200078531308122,1.1437721404344108
331818181.8181818,0.90348412,1.2148474654974455
337777777.7777778,0.8875434611842105,1.2463766653892365
343737373.7373737,0.8721555492800471,1.2360917011093109
349696969.6969697,0.8572921242634316,1.1860823073301856
355656565.65656567,0.84292682027833,1.10255087130123
361616161.61616164,0.8290350095530725,0.9950923506660682
367575757.57575756,0.8155936615004122,0.8755662957924268
373535353.53535354,0.8025812153055706,0.7567129661687871
379494949.4949495,0.7899774645195634,0.6507158606659121
385454545.45454544,0.7777634523584906,0.5679109781684425
391414141.4141414,0.765921376567742,0.5157945107065083
397373737.3737374,0.754434502846975,0.498409204155551
403333333.3333333,0.7432870859504133,0.5161227179764113
409292929.2929293,0.732464297680158,0.5657666638466331
415252525.25252527,0.7219521610800291,0.6410852532058464
421212121.2121212,0.7117374902158273,0.7334384690817001
427171717.17171717,0.701807834996453,0.8327030917852642
433131313.13131315,0.6921514305503731,0.9283058634270023
439090909.0909091,0.6827571507246376,1.0103047112764543
445050505.05050504,0.6736144653200181,1.0704129985951143
451010101.010101,0.6647134007166853,1.1028501777353354
456969696.969697,0.6560445035809018,1.1049110681818493
462929292.9292929,0.6475988073750818,1.0771793691213996
468888888.8888889,0.6393678014218009,1.0233630859405807
474848484.8484849,0.6313434022973835,0.9497866053164452
480808080.8080808,0.6235179273529412,0.8646208518759722
486767676.7676768,0.6158840701805354,0.7769590455363578
492727272.72727275,0.6084348778597786,0.6958494194231248
498686868.68686867,0.6011637298359328,0.6293837265895055
504646464.64646465,0.5940643182946357,0.5839204809800674
510606060.6060606,0.5871306299109792,0.563502057301812
516565656.56565654,0.5803569288619477,0.5695080041308839
522525252.5252525,0.5737377410013532,0.600571714686518
528484848.4848485,0.5672678391055046,0.652770131771429
534444444.4444444,0.5609422291060291,0.7200733517310621
540404040.4040403,0.5547561372336449,0.7950130143975007
546363636.3636364,0.5487049980033277,0.8694995010776913
552323232.3232323,0.5427844429773226,0.9356952682840133
558282828.2828283,0.536990290247874,0.9868420069109093
564242424.2424242,0.5313185345864662,1.017946311555249
570202020.2020202,0.5257653382108061,1.0262507580303368
576161616.1616162,0.5203270221248246,1.0114489616261368
582121212.1212121,0.5150000579906299,0.9756367626350156
588080808.080808,0.5097810604946754,0.9230207790527981
594040404.0404041,0.5046667801734399,0.8594269108039705
600000000.0,0.49965409666666666,0.7916649751692817
